group,log_text,Data Issue,Coding Issue,Configure Issue,Design Flaw,Enviorment Issue,Boundary Condition Missed,Logic Error,Network,Security
group197,"java.lang.NumberFormatException: For input string: ""13/10/2020""  For input string: ""ACTIVE""",1,1,0,0,0,0,0,0,0
group198,"java.lang.NumberFormatException: For input string: ""14909,14910,14911,14912,14913"" java.lang.NumberFormatException (errorId=042f73d2-3837-49cc-b435-9b3b8fd8d5ad, fingerprint=c216217377ab27a26cc54864bd085077f94cbbcc, timestamp=2020-10-13T22:12:15.648+0200): For input string: ""14909,14910,14911,14912,14913""",1,1,0,0,0,0,0,0,0
group199,"java.lang.NumberFormatException: For input string: ""NAM"" Exception when parsing optionIdStr",1,0,0,0,0,0,0,0,0
group200,"java.lang.NumberFormatException: For input string: ""b1a0caeb51f64fc2a75c320289d3f3a7"" parse elem.getElementValue() fail",1,0,0,0,0,0,0,0,0
group201,"java.lang.NumberFormatException: For input string: ""810e8e669ea34c82a52ccbfcbace26e7"" IllegalArgumentException when processing msgKey=This WRC- {WRC} can only be applied on working days - 08/30/2020 and args=null",1,0,0,0,0,0,0,0,0
group202,"java.lang.NumberFormatException: For input string: ""07d8942d11d04beb8a477e90cc84880c"" IllegalArgumentException when processing msgKey=This WRC- {WRC} can only be applied on working days - 10/03/2020 and args=null",1,0,0,0,0,0,0,0,0
group203,"java.lang.NumberFormatException: For input string: ""8301d81171b54f5a9563cefe0a3ed77c"" parse elem.getElementValue() fail",1,0,0,0,0,0,0,0,0
group204,"java.lang.NumberFormatException: For input string: ""7cb2bd10e3084030a2d8e0fa4e611217"" parse elem.getElementValue() fail",1,0,0,0,0,0,0,0,0
group205,"java.lang.NumberFormatException: For input string: ""2,035.00"" Exception looking up folder map Id 'null'",1,0,0,0,0,0,0,0,0
group206,"java.lang.NumberFormatException: For input string: ""Coca Cola FEMSA (KOF)"" Error while validating memory",1,1,0,0,0,0,0,0,0
group1,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile' java.lang.NullPointerException (errorId=2f1a4726-a37e-45c0-849a-09d055375619, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:59:59.750+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group2,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.eo.EmpJobInfoEO.getUsersSysId() of a null object loaded from local variable 'jobInfoEO' java.lang.NullPointerException (errorId=5b02c777-2bb2-4652-860b-25409e77b8c8, fingerprint=7bdff835e6e5b550396587cff850194fa0d41666, timestamp=2020-10-12T13:59:59.728+1100): while trying to invoke the method com.successfactors.hris.bean.eo.EmpJobInfoEO.getUsersSysId() of a null object loaded from local variable 'jobInfoEO'",1,1,0,0,0,0,0,0,0
group3,java.lang.NullPointerException: while trying to invoke the method com.plateau.foundation.tenant.Tenant.getLifecycleLock() of a null object loaded from local variable 'tenant'  Unable to initialize the statusSetId or department/location/division list,1,1,0,0,0,0,0,0,0
group4,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmapplication.ui.fb.FBJobApplicationForm.isRequired(com.successfactors.template.bean.TemplateField) of a null object returned from com.successfactors.rcmapplication.ui.fb.FBJobApplication.getJobAppForm()  Exception when getting career page,1,1,0,0,0,0,0,0,0
group5,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.attachment.bean.AttachmentBean.getDocumentId() of a null object loaded from local variable 'bean' Unable to download, id=593518",1,1,0,0,0,0,0,0,0
group6,"java.lang.NullPointerException java.lang.NullPointerException (errorId=44777edb-9012-4c20-bd03-1e31f6897eb9, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:59:57.679+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group7,java.lang.NullPointerException: while trying to invoke the method org.apache.curator.framework.recipes.cache.ChildData.getPath() of a null object returned from org.apache.curator.framework.recipes.cache.PathChildrenCacheEvent.getData() ,1,1,0,0,0,0,0,0,0
group8,java.lang.NullPointerException: while trying to invoke the method java.lang.String.trim() of a null object returned from java.io.BufferedReader.readLine() ,1,1,0,0,0,0,0,0,0
group9,java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.api.model.IHrisElementModel.getDataFields() of a null object loaded from local variable 'model'  Error occured at resolveEntity,1,1,0,0,0,0,0,0,0
group10,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.genericobject.api.changerequest.GOChangeRequestFacade.createCriteria(java.lang.String) of a null object loaded from local variable 'mdfFacadeV2' error happened when handle the change set , the transaction will roll back",1,1,0,0,0,0,0,0,0
group11,Caused by: java.lang.NullPointerException: while trying to get the length of a null array loaded from local variable 'filenames' exception root cause,1,1,0,0,0,0,0,0,0
group12,"Caused by: java.lang.NullPointerException: while trying to invoke the method java.lang.Object.hashCode() of a null object loaded from local variable 'key' Error when calling search job requistions, Please verify if the solr configuraton is correct",1,1,0,0,0,0,0,0,0
group13,java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object loaded from local variable 'objType' Exception Caught,1,1,0,0,0,0,0,0,0
group14,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.CompanyBean.getCompanyId() of a null object returned from com.successfactors.legacy.ui.fb.admin.FBQuickLinkSettings.getCompanyBean() problem in AcmeServlet,1,1,0,0,0,0,0,0,0
group15,java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.CompanyBean.getCompanyId() of a null object returned from com.successfactors.legacy.ui.fb.admin.FBQuickLinkSettings.getCompanyBean()  threw exception,1,1,0,0,0,0,0,0,0
group16,java.lang.NullPointerException: username must not be null  with root cause,0,1,0,0,0,0,0,0,0
group17,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.bo.studentcomponent.valueobject.StudentOnlineComponentVOX.getComponentTypeID() of a null object loaded from local variable 'studOnlineCpntVOX' java.lang.NullPointerException (errorId=7e6c31de-fc18-4895-942f-4d6ebf29b516, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:59:28.057+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group18,"java.lang.NullPointerException: while trying to invoke the method java.util.Date.getTime() of a null object loaded from local variable 'date'  Error happen when invoke rule function: triggerMDFAlertEvent, root cause: while trying to invoke the method java.util.Date.getTime() of a null object loaded from local variable 'date'",1,1,0,0,0,0,0,0,0
group19,java.lang.NullPointerException: while trying to invoke the method com.successfactors.enginex.model.metadata.operation.COFunction.isBound() of a null object loaded from local variable 'coFunction' Fail to process OData request - https://qacand.lab-rot.ondemand.com/odata/v4/tgm.svc/tgm.svc/getPageEntryFlagValues(),1,1,0,0,0,0,0,0,0
group20,java.lang.NullPointerException: while trying to invoke the method com.jobs2web.model.rmp.vo.RMPCategory.getCategorylocale() of a null object loaded from local variable 'category'  Unable to initialize the statusSetId or department/location/division list,1,1,0,0,0,0,0,0,0
group21,Caused by: java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from com.successfactors.edu.api.peopleprofile.bean.config.ui.IMDFBlockConfig.getObjectType() EDU-14801 MT failed,1,1,0,0,0,0,0,0,0
group22,java.lang.NullPointerException: while trying to invoke the method java.lang.String.equalsIgnoreCase(java.lang.String) of a null object loaded from local variable 'interviewerEmail'  Job Execution failed.,1,1,0,0,0,0,0,0,0
group23,"Caused by: java.lang.NullPointerException: while trying to invoke the method java.lang.String.equalsIgnoreCase(java.lang.String) of a null object loaded from local variable 'interviewerEmail' java.lang.NullPointerException (errorId=1f7b255d-10bb-4d00-8248-e6680ba46d46, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:59:01.052+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group24,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.bean.JobReqBean.getAppTemplateId() of a null object loaded from field com.successfactors.rcmapplication.ui.fb.FBJobApplication._jobReq of an object loaded from local variable 'this'  Exception when getting career page,1,1,0,0,0,0,0,0,0
group25,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.indexOf(int) of a null object loaded from local variable 'zkHostString' java.lang.NullPointerException (errorId=8287c582-185f-4ae2-b1e9-e80e495671f7, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:58:45.805+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group26,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.client.javabean.StudentJB.getLoginStudentFirstName() of a null object loaded from local variable 'studentJB' java.lang.NullPointerException (errorId=c1b4de40-a718-408c-9540-c2b75fd1026b, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:58:36.178+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group27,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getLocale() of a null object loaded from field com.successfactors.hris.util.help.ECHelpHelper.params of an object loaded from local variable 'this' java.lang.NullPointerException (errorId=ac04c869-7d53-4ef4-ba79-52bb40a87433, fingerprint=dba4a8eb428a2532d7f946776f188d83fc76e083, timestamp=2020-10-12T04:58:35.464+0200): while trying to invoke the method com.successfactors.platform.bean.ParamBean.getLocale() of a null object loaded from field com.successfactors.hris.util.help.ECHelpHelper.params of an object loaded from local variable 'this'",1,1,0,0,0,0,0,0,0
group28,"java.lang.NullPointerException: while trying to invoke the method com.plateau.common.attachment.api.AttachmentRequestParameterParser.getEntityPK(java.util.Map) of a null object loaded from local variable 'parameterParser' java.lang.NullPointerException (errorId=8a583c20-f551-4aba-9e94-7f70d914b4aa, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:58:35.177+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group29,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.api.model.IHrisElementField.getRelatedHrisElement() of a null object loaded from local variable 'hrisField' Unable to refresh Groups for one user,1,1,0,0,0,0,0,0,0
group30,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getCountryCode() of a null object loaded from field com.successfactors.rcmapplication.ui.controller.RCMHybridCandidateProfileProcessor.candidateBean of an object loaded from local variable 'this'  java.lang.NullPointerException (errorId=0ed32095-37ee-4caa-8e4a-f9dbf0989406, fingerprint=f6e7d2d9246fb005a2411fb1df343e96b4196523, timestamp=2020-10-11T22:58:03.711-0400): while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getCountryCode() of a null object loaded from field com.successfactors.rcmapplication.ui.controller.RCMHybridCandidateProfileProcessor.candidateBean of an object loaded from local variable 'this'",1,1,0,0,0,0,0,0,0
group31,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.onboarding.bean.process.OnboardingNewHireActivitiesStep.getLinkActivity() of a null object returned from com.successfactors.onboarding.bean.process.OnboardingProcess.getNewHireActivitiesStep() java.lang.NullPointerException (errorId=5bb8a253-ed6a-40b6-8d81-d5733e96db29, fingerprint=f85274465ccaa66883f621faa0d1c2b2fd0cafa3, timestamp=2020-10-12T13:58:02.137+1100): while trying to invoke the method com.successfactors.onboarding.bean.process.OnboardingNewHireActivitiesStep.getLinkActivity() of a null object returned from com.successfactors.onboarding.bean.process.OnboardingProcess.getNewHireActivitiesStep()",1,1,0,0,0,0,0,0,0
group32,java.lang.NullPointerException: while trying to invoke the method javax.mail.Address.toString() of a null object loaded from an array (which itself was loaded from local variable 'addresses') with an index loaded from local variable 'i' Exception in processing EmailConsumerMDB event.,1,1,0,0,0,0,0,0,0
group33,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmapplication.ui.fb.FBJobApplicationForm.checkVisibility(com.successfactors.template.bean.TemplateField) of a null object returned from com.successfactors.rcmapplication.ui.fb.FBJobApplication.getJobAppForm()  Exception when getting career page,1,1,0,0,0,0,0,0,0
group34,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.replaceAll(java.lang.String, java.lang.String) of a null object loaded from local variable 'newText'  problem in LoginFlowController",1,1,0,0,0,0,0,0,0
group35,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getUserId() of a null object loaded from field com.successfactors.rcmcommon.ui.profile.mapper.TagInfoMapper.candidateBean of an object loaded from local variable 'this' java.lang.NullPointerException (errorId=0fbb842c-71e4-4b70-85ae-8cd93a695435, fingerprint=e3d728c06a26fbb4939ef6e1d5355796571c6bc5, timestamp=2020-10-12T10:56:59.839+0800): while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getUserId() of a null object loaded from field com.successfactors.rcmcommon.ui.profile.mapper.TagInfoMapper.candidateBean of an object loaded from local variable 'this'",1,1,0,0,0,0,0,0,0
group36,"java.lang.NullPointerException: while trying to invoke the method java.util.List.get(int) of a null object returned from com.successfactors.rcmcandidate.bean.CandidateBean.getResumes()  java.lang.NullPointerException (errorId=895c8184-9cfd-4d62-bae1-0b3876b1514b, fingerprint=97d41d985b859d646b125ce1f7b0e0445961f28c, timestamp=2020-10-11T22:56:55.324-0400): while trying to invoke the method java.util.List.get(int) of a null object returned from com.successfactors.rcmcandidate.bean.CandidateBean.getResumes()",1,1,0,0,0,0,0,0,0
group37,"java.lang.NullPointerException: while trying to invoke the method java.util.Date.after(java.util.Date) of a null object returned from com.successfactors.hris.bean.eo.BaseHrisTemporalEO.getEffectiveStartDate() java.lang.NullPointerException (errorId=120b8b9f-37a3-45e9-9272-e163368d1b5d, fingerprint=63448b42fd62f29a37a8c8935b46cc30ece7102b, timestamp=2020-10-11T22:56:51.335-0400): while trying to invoke the method java.util.Date.after(java.util.Date) of a null object returned from com.successfactors.hris.bean.eo.BaseHrisTemporalEO.getEffectiveStartDate()",1,1,0,0,0,0,0,0,0
